5.3713,2.9153
5.3228,2.9055
5.2775,2.8967
5.229,2.8896
5.169,2.8823
5.1054,2.8777
5.0392,2.8765
4.9751,2.8789
4.9149,2.8838
4.8586,2.8837
4.8025,2.8817
4.7436,2.8822
4.6807,2.8876
4.6112,2.8968
4.5355,2.9089
4.4599,2.9229
4.3902,2.9377
4.3297,2.9515
4.2768,2.9648
4.2283,2.9774
4.1904,2.9872
4.1617,2.9955
4.1451,3.0016
4.1346,3.0074
4.1231,3.0143
4.1066,3.0266
4.0883,3.0387
4.0702,3.0448
4.0538,3.0432
4.0395,3.0335
4.0292,3.0129
4.0246,2.9823
4.025,2.9434
4.0303,2.8965
4.0408,2.8402
4.0494,2.7797
4.0592,2.7128
4.0686,2.6466
4.0766,2.5764
4.0808,2.5047
4.0811,2.4281
4.0778,2.3462
4.071,2.2633
4.0633,2.1824
4.0555,2.103
4.048,2.0284
4.0409,1.956
4.0342,1.8851
4.0287,1.8208
4.0248,1.7548
4.0223,1.6798
4.0204,1.6081
4.0185,1.5327
4.017,1.4537
4.0157,1.3754
4.0151,1.297
4.0147,1.2235
4.0149,1.1584
4.015,1.1031
4.0159,1.056
4.0165,1.0165
4.0192,0.98836
4.0236,0.97234
4.0235,0.9558
4.0188,0.9421
4.0075,0.93724
3.9899,0.93243
3.9699,0.92765
3.9463,0.92585
3.9185,0.92303
3.891,0.92278
3.8593,0.9221
3.8259,0.91991
3.7928,0.9128
3.7606,0.90268
3.7325,0.88931
3.707,0.87042
3.6759,0.84171
3.6439,0.80771
3.609,0.76838
3.5744,0.72245
3.5423,0.67423
3.5107,0.62338
3.4802,0.57092
3.4531,0.5192
3.4249,0.46159
3.4003,0.40525
3.3793,0.35175
3.3627,0.29469
3.3516,0.23464
3.3454,0.17311
3.3418,0.10655
3.3428,0.038133
3.3454,-0.028959
3.3503,-0.096557
3.3578,-0.16133
3.3671,-0.22493
3.3773,-0.28811
3.3883,-0.3474
3.4028,-0.40773
3.4187,-0.46469
3.4355,-0.52139
3.4558,-0.58626
3.4767,-0.65034
3.4989,-0.7125
3.522,-0.77332
3.5435,-0.83069
3.5665,-0.88644
3.5935,-0.94557
3.6226,-1.0081
3.6532,-1.0719
3.6837,-1.135
3.7137,-1.1934
3.7437,-1.2509
3.7715,-1.3063
3.7958,-1.3565
3.8197,-1.406
3.8397,-1.4503
3.8554,-1.4883
3.8675,-1.5202
3.8768,-1.5473
3.8874,-1.5772
3.8985,-1.6073
3.9087,-1.6373
3.9183,-1.662
3.9269,-1.6854
3.9355,-1.7057
3.9423,-1.7237
3.9498,-1.7426
3.9568,-1.7609
3.9654,-1.7839
