5.5511,2.9629
5.467,2.9675
5.3905,2.97
5.3018,2.9748
5.2117,2.9814
5.1193,2.9889
5.0226,2.9968
4.9323,3.0044
4.858,3.0109
4.7944,3.0158
4.736,3.0217
4.6792,3.0265
4.6244,3.0298
4.5772,3.0327
4.5297,3.0341
4.4852,3.0337
4.4464,3.0311
4.3968,3.0311
4.3449,3.0311
4.2926,3.0311
4.2425,3.0354
4.1969,3.0379
4.1578,3.0394
4.1268,3.0376
4.1,3.0319
4.0713,3.0202
4.0503,3.0029
4.0407,2.9786
4.0352,2.9423
4.0334,2.8941
4.0365,2.8405
4.0393,2.7777
4.0426,2.7079
4.0468,2.634
4.0511,2.5594
4.0541,2.4805
4.0562,2.3983
4.0582,2.3191
4.0592,2.2428
4.0584,2.1672
4.0556,2.0892
4.0536,2.0153
4.0483,1.935
4.0405,1.8528
4.031,1.7755
4.0204,1.6962
4.0095,1.6198
3.9995,1.5501
3.9903,1.4798
3.9826,1.4102
3.9764,1.338
3.9727,1.2721
3.9706,1.2091
3.9696,1.1482
3.9713,1.0913
3.9734,1.0454
3.9722,1.0017
3.9717,0.96581
3.9716,0.94097
3.9693,0.92654
3.9605,0.92304
3.9443,0.92973
3.9214,0.9352
3.893,0.94183
3.8602,0.94833
3.8227,0.94999
3.7834,0.94549
3.7458,0.93775
3.7117,0.9247
3.6788,0.90783
3.6511,0.88804
3.6318,0.86392
3.6186,0.83865
3.6072,0.81411
3.5977,0.78931
3.5886,0.76634
3.5784,0.73758
3.5666,0.70752
3.5505,0.67494
3.5335,0.6486
3.5111,0.61655
3.481,0.56734
3.4429,0.49435
3.3998,0.40706
3.3562,0.3122
3.3141,0.21472
3.276,0.11946
3.2413,0.032883
3.2144,-0.046171
3.1954,-0.11303
3.1871,-0.16989
3.1911,-0.21143
3.2062,-0.23568
3.2321,-0.244
3.2599,-0.26106
3.2884,-0.29156
3.3189,-0.33193
3.3509,-0.37629
3.3828,-0.42171
3.4133,-0.46699
3.4413,-0.5212
3.4642,-0.57938
3.4853,-0.64738
3.5056,-0.7167
3.5232,-0.78822
3.5389,-0.85783
3.552,-0.92226
3.5625,-0.98404
3.5716,-1.0414
3.5811,-1.0942
3.5905,-1.1432
3.6014,-1.1883
3.6132,-1.2277
3.6285,-1.2702
3.6459,-1.3204
3.6643,-1.3727
3.685,-1.4304
3.7053,-1.4858
3.7225,-1.5392
3.7372,-1.5843
3.7498,-1.6225
3.7591,-1.6553
3.7677,-1.684
3.7793,-1.7081
3.7931,-1.7303
3.8111,-1.7499
3.832,-1.7672
3.8557,-1.7858
3.8801,-1.801
3.9043,-1.8147
3.927,-1.8286
3.9472,-1.8416
3.9631,-1.8531
3.9736,-1.8607
