2.726616,2.947850,3.125749,0.016382
2.770590,2.948012,2.977663,-0.000718
2.814929,2.947633,2.914174,-0.017358
2.857866,2.946947,2.863119,-0.029420
2.899040,2.946072,2.798723,-0.037046
2.938537,2.945084,2.716525,-0.040933
2.976463,2.944044,2.619644,-0.041619
3.012858,2.943017,2.513543,-0.039553
3.047714,2.942063,2.404243,-0.035267
3.081035,2.941228,2.297649,-0.029462
3.112884,2.940544,2.199003,-0.022963
3.143397,2.940019,2.112174,-0.016585
3.172765,2.939643,2.038979,-0.010998
3.201200,2.939393,1.978880,-0.006643
3.228892,2.939242,1.929273,-0.003714
3.255977,2.939160,1.886301,-0.002210
3.282527,2.939119,1.845932,-0.002010
3.308552,2.939097,1.804975,-0.002957
3.334017,2.939076,1.761721,-0.004916
3.358874,2.939042,1.716102,-0.007806
3.383086,2.938985,1.669347,-0.011613
3.406654,2.938894,1.623325,-0.016380
3.429616,2.938761,1.579804,-0.022198
3.452044,2.938573,1.539884,-0.029184
3.474023,2.938315,1.503743,-0.037470
3.495631,2.937971,1.470692,-0.047180
3.516919,2.937519,1.439473,-0.058413
3.537909,2.936937,1.408646,-0.071229
3.558590,2.936200,1.376960,-0.085637
3.578921,2.935285,1.343622,-0.101591
3.598847,2.934168,1.308437,-0.118993
3.618305,2.932830,1.271811,-0.137699
3.637239,2.931251,1.234637,-0.157531
3.655607,2.929416,1.198102,-0.178281
3.673391,2.927315,1.163466,-0.199719
3.690598,2.924939,1.131846,-0.221588
3.707261,2.922286,1.104055,-0.243602
3.723430,2.919356,1.080506,-0.265443
3.739169,2.916155,1.061181,-0.286764
3.754545,2.912693,1.045662,-0.307197
3.769624,2.908984,1.033192,-0.326379
3.784459,2.905046,1.022766,-0.343981
3.799094,2.900902,1.013232,-0.359752
3.813554,2.896574,1.003383,-0.373564
3.827846,2.892089,0.992049,-0.385460
3.841963,2.887468,0.978182,-0.395685
3.855877,2.882730,0.960915,-0.404709
3.869549,2.877882,0.939620,-0.413229
3.882927,2.872925,0.913943,-0.422136
3.895949,2.867840,0.883817,-0.432466
3.908550,2.862596,0.849474,-0.445322
3.920665,2.857144,0.811416,-0.461774
3.932230,2.851418,0.770389,-0.482749
3.943194,2.845342,0.727320,-0.508921
3.953515,2.838831,0.683244,-0.540612
3.963168,2.831798,0.639220,-0.577729
3.972145,2.824165,0.596235,-0.619739
3.980454,2.815864,0.555128,-0.665703
3.988120,2.806851,0.516525,-0.714356
3.995177,2.797102,0.480811,-0.764232
4.001671,2.786619,0.448126,-0.813820
4.007647,2.775431,0.418395,-0.861697
4.013156,2.763583,0.391378,-0.906659
4.018242,2.751138,0.366721,-0.947791
4.022947,2.738166,0.344010,-0.984510
4.027306,2.724743,0.322815,-1.016553
4.031348,2.710943,0.302722,-1.043944
4.035099,2.696836,0.283360,-1.066941
4.038575,2.682485,0.264416,-1.085972
4.041792,2.667944,0.245645,-1.101576
4.044758,2.653258,0.226878,-1.114349
